胡豆	蚕豆
我能回答这个问题	我能回答这个问题
昨天上午我在学校	昨天上午我在学校
该由我告诉汤姆	该由我告诉汤姆
我在晚上看电视	我在晚上看电视
早餐后我切散步老	早餐后我去散步了
我明天下午有空	我明天下午有空
我明年会住在筱山	我明年会住在筱山
我明天会付钱给你	我明天会付钱给你
我宁死不降	我宁死不降
请给我一杯水	请给我一杯水
我要一杯水谢谢	我要一杯水谢谢
我想要一楼的座位	我想要一楼的座位
我想更改我的预订	我想更改我的预订
我想吃蛋糕当点心	我想吃蛋糕当点心
我想打个国际电话	我想打个国际电话
我想付帐谢谢	我想付帐谢谢
我想在餐厅工作	我想在餐厅工作
我正忙着找公寓	我正忙着找公寓
我期待再次见到他	我期待再次见到他
我期待着见到你	我期待着见到你
我期待着您的光临	我期待着您的光临
我打算待在旅馆里	我打算待在旅馆里
很抱歉让你遭这罪	很抱歉让你遭这罪
我住在喜来登酒店	我住在喜来登酒店
我头痛得厉害	我头痛得厉害
我确定汤姆想来	我确定汤姆想来
我切过那里几次	我去过那里几次
我真的受够老她	我真的受够了她
我刚刚切老邮局	我刚刚去了邮局
我从未这么高兴	我从未这么高兴
我没听说她会来	我没听说她会来
冰岛以前属于丹麦	冰岛以前属于丹麦
酒喝太多很危险	酒喝太多很危险
弹钢琴很困难	弹钢琴很困难
我觉得这难以置信	我觉得这难以置信
这里夏天非常炎热	这里夏天非常炎热
今天比昨天暖和	今天比昨天暖和
我遇见哪个都无所谓	我遇见谁都无所谓
他似乎啥子都知道	他似乎什么都知道
你似乎错老	你似乎错了
一两天内就能结束	一两天内就能结束
让我帮您提行李	让我帮您提行李
我们等雨停吧	我们等雨停吧
玛丽通常不戴首饰	玛丽通常不戴首饰
玛丽明天会帮我们	玛丽明天会帮我们
你可以给我画张画	你可以给我画张画
我最讨厌穿船袜老	我最讨厌穿船袜了
我哥哥擅长数学	我哥哥擅长数学
我爸爸常常洗碗	我爸爸常常洗碗
我祖父九十多岁老	我祖父九十多岁了
这首歌老少皆宜	这首歌老少皆宜
打牌很有意思	打牌很有意思
请小心不要受伤老	请小心不要受伤了
请不要那样看我	请不要那样看我
欢迎随时提问	欢迎随时提问
请给我些饮料喝	请给我些饮料喝
请帮我填这张表格	请帮我填这张表格
请随意吃水果	请随意吃水果
请讲慢一点	请讲慢一点
请好好照顾你自己	请好好照顾你自己
请带我到大饭店	请带我到大饭店
请告诉我你的问题	请告诉我你的问题
请稍等一会儿	请稍等一会儿
请在车站等我	请在车站等我
她立刻回信给我	她立刻回信给我
她请他寄那封信	她请他寄那封信
她不想吃午饭	她不想吃午饭
她不想提老	她不想提了
她摸索着一张纸	她摸索着一张纸
她在超市做秘书	她在超市做秘书
她的母语是法语	她的母语是法语
她渴望住在澳洲	她渴望住在澳洲
她让他等老半小时	她让他等了半小时
她让我等老半小时	她让我等了半小时
她弹吉他他唱歌	她弹吉他他唱歌
她每天练习弹钢琴	她每天练习弹钢琴
她把杂志放在桌上	她把杂志放在桌上
晚饭后她读日语	晚饭后她读日语
她教我如何写诗	她教我如何写诗
她走来走切地找他	她走来走去地找他
她想在医院工作	她想在医院工作
她和她母亲切购物	她和她母亲去购物
她独自切看老电影	她独自去看了电影
游泳使腿部强健	游泳使腿部强健
深呼吸然后放松	深呼吸然后放松
起飞比降落容易	起飞比降落容易
教师必须老解孩子	教师必须了解孩子
告诉她我在做晚饭	告诉她我在做晚饭
告诉他别多管閒事	告诉他别多管閒事
非常谢谢你的礼物	非常谢谢你的礼物
那药不会管用	那药不会管用
这条河汇入太平洋	这条河汇入太平洋
新娘好像非常漂亮	新娘好像非常漂亮
火灾的原因不明	火灾的原因不明
公司取消老会议	公司取消了会议
这是湖的最深处	这是湖的最深处
会议将于明天举行	会议将于明天举行
这座山被雪复盖老	这座山被雪复盖了
油漆从墙上脱落	油漆从墙上脱落
停车场是免费的	停车场是免费的
药局在医院附近	药局在医院附近
天上满是飞机	天上满是飞机
小偷带着钱逃跑老	小偷带着钱逃跑了
厕所冲水不正常	厕所冲水不正常
火车挤满老人	火车挤满了人
风从东方吹来	风从东方吹来
有许多濒危物种	有许多濒危物种
公园里有很多人	公园里有很多人
罐子里有一些饼干	罐子里有一些饼干
房里有个电视机	房里有个电视机
昨晚下大雨	昨晚下大雨
计划突然改变	计划突然改变
莫得重建的钱	没有重建的钱
几乎没剩下钱	几乎没剩下钱
莫得人在家	没有人在家
湖上有一些船	湖上有一些船
对街有一家旅馆	对街有一家旅馆
我对此无能为力	我对此无能为力
这些玩具适合女生	这些玩具适合女生
他们要他作队长	他们要他作队长
这里只卖女鞋	这里只卖女鞋
他们应该十点前到	他们应该十点前到
他们全部穿制服老	他们全部穿制服了
事情要失控老	事情要失控了
这张书桌比那张好	这张书桌比那张好
这班火车每站都停	这班火车每站都停
这项工作未必容易	这项工作未必容易
汤姆尽量避开玛丽	汤姆尽量避开玛丽
汤姆常来这里	汤姆常来这里
汤姆昨晚没吃晚餐	汤姆昨晚没吃晚餐
汤姆莫得微波炉	汤姆没有微波炉
汤姆一般不吃早饭	汤姆一般不吃早饭
汤姆不想谈这件事	汤姆不想谈这件事
汤姆经常说梦话	汤姆经常说梦话
汤姆今早出发晚老	汤姆今早出发晚了
汤姆最近相当忙	汤姆最近相当忙
汤姆是我的远亲	汤姆是我的远亲
汤姆总是在看电视	汤姆总是在看电视
汤姆喜欢折纸飞机	汤姆喜欢折纸飞机
汤姆假装没听见	汤姆假装没听见
汤姆意识到该走老	汤姆意识到该走了
汤姆通常不犯错	汤姆通常不犯错
汤姆的目的很明显	汤姆的目的很明显
火山灰阻碍航运	火山灰阻碍航运
在这附近当心小偷	在这附近当心小偷
我们喜欢听音乐	我们喜欢听音乐
我们喜欢一起唱歌	我们喜欢一起唱歌
今天早上下厚霜老	今天早上下厚霜了
今天早上天气严寒	今天早上天气严寒
我们要紧追	我们要紧追
我们马上就切做	我们马上就去做
我们外出老三个月	我们外出了三个月
晚餐吃鱼啷个样	晚餐吃鱼怎么样
你明天要做啥子	你明天要做什么
你第一节课上啥子	你第一节课上什么
你认为这是啥子	你认为这是什么
你周日通常做啥子	你周日通常做什么
这周放啥子电影	这周放什么电影
你胡说啥子呢	你胡说什么呢
你朋友几点钟回家	你朋友几点钟回家
你几点钟切学校	你几点钟去学校
你啥子时候吃早餐	你什么时候吃早餐
你啥子时候要结婚	你什么时候要结婚
水结冻后变成冰	水结冻后变成冰
你何时会回学校	你何时会回学校
你家里哪个做饭	你家里谁做饭
你想再要杯茶吗	你想再要杯茶吗
你想要来些炒蛋吗	你想要来些炒蛋吗
你要留言吗	你要留言吗
你介意我关窗户吗	你介意我关窗户吗
你介意打开窗户吗	你介意打开窗户吗
请您稍后再来好吗	请您稍后再来好吗
你不必为我买啥子	你不必为我买什么
你周日不必工作	你周日不必工作
你别嘲弄他们	你别嘲弄他们
你应该要更小心的	你应该要更小心的
你该留在车里	你该留在车里
你是有所有钱的人	你是有所有钱的人
你已经尽力老	你已经尽力了
你有很好的幽默感	你有很好的幽默感
一群年轻人在打架	一群年轻人在打架
你把功课做完老吗	你把功课做完了吗
亚洲比澳洲大很多	亚洲比澳洲大很多
进攻是最好的防御	进攻是最好的防御
伯恩是瑞士首都	伯恩是瑞士首都
樱花非常漂亮	樱花非常漂亮
选你最喜欢的颜色	选你最喜欢的颜色
用湿布清洁窗户	用湿布清洁窗户
你有带雨伞吗	你有带雨伞吗
你寒假过得愉快吗	你寒假过得愉快吗
你切年住在筱山吗	你去年住在筱山吗
你周六有啥子计划	你周六有什么计划
你有事想对我说吗	你有事想对我说吗
不要忘老关灯	不要忘了关灯
别让他玩你的手机	别让他玩你的手机
你已经按门铃老吗	你已经按门铃了吗
你吃过晚饭老吗	你吃过晚饭了吗
你读完这本书老吗	你读完这本书了吗
他一直想学日语	他一直想学日语
他7点到老火车站	他7点到了火车站
他及时赶到老会议	他及时赶到了会议
他否认打破老窗口	他否认打破了窗口
他毕业于东京大学	他毕业于东京大学
他至少有一千本书	他至少有一千本书
他学老两个小时	他学了两个小时
他是非不分	他是非不分
他会说五种语言	他会说五种语言
他不是很擅长数学	他不是很擅长数学
他为这个事故负责	他为这个事故负责
他偶尔逃学	他偶尔逃学
他喜欢照顾花园	他喜欢照顾花园
他住在松江七年老	他住在松江七年了
他住在我们街对面	他住在我们街对面
他环游世界旅行	他环游世界旅行
他从未看不起穷人	他从未看不起穷人
他通过老入学考试	他通过了入学考试
他跑得比他哥哥快	他跑得比他哥哥快
他放火烧老校舍	他放火烧了校舍
他学习现代文学	他学习现代文学
他及时赴约老	他及时赴约了
他不善于记人名	他不善于记人名
他是委员会主席	他是委员会主席
他比我高三英寸	他比我高三英寸
他垒球打得很好	他垒球打得很好
随你喜欢随便吃	随你喜欢随便吃
他的声音很悦耳	他的声音很悦耳
他老婆很有才	他老婆很有才
今晚出切吃啷个样	今晚出去吃怎么样
我在冬季总是感冒	我在冬季总是感冒
我相信他是无辜的	我相信他是无辜的
我明天会切打网球	我明天会去打网球
我期待见到你	我期待见到你
我在写演讲的草稿	我在写演讲的草稿
我向一个警察问路	我向一个警察问路
我不喜欢住在乡下	我不喜欢住在乡下
稍微冷一点没关系	稍微冷一点没关系
天气热点儿没关系	天气热点儿没关系
我不认为汤姆明白	我不认为汤姆明白
今天我不想切教堂	今天我不想去教堂
我不想听你的理论	我不想听你的理论
我想吃点甜的东西	我想吃点甜的东西
我有很多朋友帮我	我有很多朋友帮我
我今年没做多少事	我今年没做多少事
我还没做完作业	我还没做完作业
我帮妈妈洗碗老	我帮妈妈洗碗了
晚饭后我听收音机	晚饭后我听收音机
我把书还给图书馆	我把书还给图书馆
我还没完成作业	我还没完成作业
我每天搭火车上班	我每天搭火车上班
我认为她要杀我	我认为她要杀我
我想做一个程序员	我想做一个程序员
我想让你再呆一会	我想让你再呆一会
我能找到他的地址	我能找到他的地址
我正要切写一封信	我正要去写一封信
我在说别的事	我在说别的事
我昨天切看老电影	我昨天去看了电影
我明天会给你钱	我明天会给你钱
我希望她戒烟	我希望她戒烟
我会尽快完成的	我会尽快完成的
我切过澳洲三次	我去过澳洲三次
我已经浇完花老	我已经浇完花了
要收服务费吗	要收服务费吗
厨房里有咖啡吗	厨房里有咖啡吗
有哪个可以帮我吗	有谁可以帮我吗
戒烟很难	戒烟很难
天看起来要下雨老	天看起来要下雨了
雪持续下老十天	雪持续下了十天
昨天早上很冷	昨天早上很冷
很遗憾你不能来	很遗憾你不能来
从昨晚起一直下雨	从昨晚起一直下雨
那里连夏天都很冷	那里连夏天都很冷
弥补永远不会太晚	弥补永远不会太晚
到村庄只有两英里	到村庄只有两英里
这里夏天非常热	这里夏天非常热
学英语需要耐性	学英语需要耐性
让我看看那些照片	让我看看那些照片
再需要我就告诉我	再需要我就告诉我
让我们明年再相聚	让我们明年再相聚
现在长裙过时老	现在长裙过时了
现在长裙不流行老	现在长裙不流行了
许多工人死于饥饿	许多工人死于饥饿
许多小公司倒闭老	许多小公司倒闭了
我爸爸周日上教堂	我爸爸周日上教堂
我父亲感冒老	我父亲感冒了
我心里充满着快乐	我心里充满着快乐
我的房子就在对街	我的房子就在对街
我母亲教插花艺术	我母亲教插花艺术
我妈妈每天洗衣服	我妈妈每天洗衣服
我和妹妹切老城堡	我和妹妹去了城堡
不要害怕犯错	不要害怕犯错
所有的电话都不通	所有的电话都不通
我国是温带气候	我国是温带气候
我校校长很老老	我校校长很老了
请回答我这个问题	请回答我这个问题
请向服务台询问	请向服务台询问
请尽情地跳舞	请尽情地跳舞
请你随便吃点水果	请你随便吃点水果
请记得把信寄出切	请记得把信寄出去
请明天前还书	请明天前还书
请仔细洗牌	请仔细洗牌
请看看这张照片	请看看这张照片
请你把冷气调高点	请你把冷气调高点
她指责我犯老错	她指责我犯了错
她倒车进车库	她倒车进车库
她用拳头拍老桌子	她用拳头拍了桌子
她抱怨我的工资低	她抱怨我的工资低
起初她不喜欢马	起初她不喜欢马
她似乎不是美国人	她似乎不是美国人
她在家不说日语	她在家不说日语
她挤上老火车	她挤上了火车
她延长停留五天	她延长停留五天
她多停留老五天	她多停留了五天
她亲自过问老此事	她亲自过问了此事
她毕业于神户大学	她毕业于神户大学
她今晚离开切美国	她今晚离开去美国
她非常周到和耐心	她非常周到和耐心
她设法保住面子	她设法保住面子
她骂她的儿子懒惰	她骂她的儿子懒惰
她会讲英语和法语	她会讲英语和法语
她上午学习英语	她上午学习英语
她通常睡八个小时	她通常睡八个小时
她昨天切老医院	她昨天去了医院
她大概跟你一样高	她大概跟你一样高
她擅于逃避规则	她擅于逃避规则
她在花园里种玫瑰	她在花园里种玫瑰
在火车上禁止吸烟	在火车上禁止吸烟
有些事不做更好	有些事不做更好
显然有人在撒谎	显然有人在撒谎
刹车出老问题	刹车出了问题
第一条街右转	第一条街右转
教英语是他的职业	教英语是他的职业
谢谢你告诉我真相	谢谢你告诉我真相
我先谢谢你的帮忙	我先谢谢你的帮忙
那个相当能说得通	那个相当能说得通
这座山被雪所覆盖	这座山被雪所覆盖
那女人比我老很多	那女人比我老很多
小男孩跑进老房间	小男孩跑进了房间
这个男孩不懂礼貌	这个男孩不懂礼貌
这个男孩喜欢绘画	这个男孩喜欢绘画
男孩躺着听收音机	男孩躺着听收音机
小孩们在玩玩具	小孩们在玩玩具
九点钟锁门	九点钟锁门
花园里充满老花朵	花园里充满了花朵
猎人射死老狐狸	猎人射死了狐狸
图书馆在二楼	图书馆在二楼
这座山被雪覆盖着	这座山被雪覆盖着
该病人正逐步康复	该病人正逐步康复
那幅图挂在墙上	那幅图挂在墙上
画挂在墙上	画挂在墙上
飞机十分钟后起飞	飞机十分钟后起飞
行星绕着太阳转	行星绕着太阳转
警察逮捕老小偷	警察逮捕了小偷
警察逮捕老窃贼	警察逮捕了窃贼
邮局在街那头	邮局在街那头
王子继承老王位	王子继承了王位
校长想跟你谈话	校长想跟你谈话
囚犯重获自由	囚犯重获自由
这个节目九点开始	这个节目九点开始
火箭发射进入太空	火箭发射进入太空
街道上挤满老人	街道上挤满了人
火车该在中午到	火车该在中午到
双方本周举行会谈	双方本周举行会谈
七月天气经常很热	七月天气经常很热
风从北边来	风从北边来
伦敦有很多公园	伦敦有很多公园
每条规则都有例外	每条规则都有例外
我家有四个人	我家有四个人
一年有四季	一年有四季
港口内有许多船	港口内有许多船
树下有一些男孩	树下有一些男孩
桌子上只有一本书	桌子上只有一本书
这口井里的水很少	这口井里的水很少
沙滩上的人非常少	沙滩上的人非常少
到村庄有条窄路	到村庄有条窄路
现在建筑里没人	现在建筑里没人
这汤里盐放多老	这汤里盐放多了
这些画是他画的	这些画是他画的
他们相信来世	他们相信来世
他们选出老新政府	他们选出了新政府
他们经常切欧洲	他们经常去欧洲
他们昨天路过她家	他们昨天路过她家
据说老房子闹鬼	据说老房子闹鬼
这辆车很省油	这辆车很省油
这要花很多钱	这要花很多钱
这是日本最高的塔	这是日本最高的塔
这是他出生的城市	这是他出生的城市
那些图画是他画的	那些图画是他画的
数千人死于饥饿	数千人死于饥饿
汤姆和玛丽等烦老	汤姆和玛丽等烦了
Tom否认偷老钱	Tom否认偷了钱
汤姆不知所措	汤姆不知所措
汤姆爱玛丽很久老	汤姆爱玛丽很久了
汤姆就不该做那事	汤姆就不该做那事
汤姆可能想切游泳	汤姆可能想去游泳
汤姆学老三年法语	汤姆学了三年法语
汤姆吓得说不出话	汤姆吓得说不出话
交通被山崩所阻断	交通被山崩所阻断
我们很节省地旅行	我们很节省地旅行
昨晚雨势很大	昨晚雨势很大
我们到达老山顶	我们到达了山顶
我们聊到凌晨两点	我们聊到凌晨两点
你最喜欢啥子科目	你最喜欢什么科目
你每天几点起床	你每天几点起床
你喜欢吃啥子菜	你喜欢吃什么菜
你今天午餐吃啥子	你今天午餐吃什么
芬兰的首都是啥子	芬兰的首都是什么
你的行李多重	你的行李多重
早饭在何时何地用	早饭在何时何地用
你何时要戒烟	你何时要戒烟
雨季何时会结束	雨季何时会结束
哪个负责今天的派对	谁负责今天的派对
你昨天为甚么在家	你昨天为甚么在家
你为何周六没来	你为何周六没来
他能赶上火车吗	他能赶上火车吗
你要喝点咖啡吗	你要喝点咖啡吗
请你等一哈好吗	请你等一下好吗
你要对结果负责	你要对结果负责
你对批评太敏感老	你对批评太敏感了
你不明白程序	你不明白程序
你最好切看牙医	你最好去看牙医
你没啥子可抱歉的	你没什么可抱歉的
你该安静几天	你该安静几天
你该考虑他的年纪	你该考虑他的年纪
你该告诉汤姆	你该告诉汤姆
患难见真情	患难见真情
天下无不散之筵席	天下无不散之筵席
你要参加会议吗	你要参加会议吗
已经安排好老	已经安排好了
你会开手排车吗	你会开手排车吗
牛在牧地上吃草	牛在牧地上吃草
不要把本末倒置	不要把本末倒置
自助者天助	自助者天助
你买彩票老吗	你买彩票了吗
你读完那本书老吗	你读完那本书了吗
他看起来健康强壮	他看起来健康强壮
他无法理解这句话	他无法理解这句话
他从架上拿下书	他从架上拿下书
他切过夏威夷几次	他去过夏威夷几次
他怕得到肺癌	他怕得到肺癌
他擅长应付小孩子	他擅长应付小孩子
他善用老这个机会	他善用了这个机会
他说很可能会下雨	他说很可能会下雨
他游到不能游为止	他游到不能游为止
他昨天没来上学	他昨天没来上学
我啷个切警察局	我怎么去警察局
你住在筱山多久老	你住在筱山多久了
那张木椅要多少钱	那张木椅要多少钱
我学两种外语	我学两种外语
我买不起自行车	我买不起自行车
我莫得参与对话	我没有参与对话
我不是很想出切	我不是很想出去
我不在乎将来	我不在乎将来
我不记得寄过信老	我不记得寄过信了
我不想跟你交朋友	我不想跟你交朋友
我不想再听到这事	我不想再听到这事
我早上不洗头	我早上不洗头
我在法国认识老她	我在法国认识了她
我在法国认识老他	我在法国认识了他
我免费得到溜冰鞋	我免费得到溜冰鞋
我收集很多邮票	我收集很多邮票
我决定继续工作	我决定继续工作
我确定没人跟踪我	我确定没人跟踪我
我设法让他明白老	我设法让他明白了
我以为你想见我呢	我以为你想见我呢
我试着阻止它发生	我试着阻止它发生
我那时还是个外行	我那时还是个外行
我在吃午饭前洗手	我在吃午饭前洗手
我想复习英语	我想复习英语
我想买些靴子	我想买些靴子
我想兑换旅行支票	我想兑换旅行支票
我想请你参加派对	我想请你参加派对
我想让你下周回来	我想让你下周回来
我的白发越来越多	我的白发越来越多
我下一站下车	我下一站下车
我会在下一站下车	我会在下一站下车
我早上切见汤姆	我早上去见汤姆
我有点不安	我有点不安
我准备再前进一点	我准备再前进一点
用筷子吃饭难吗	用筷子吃饭难吗
这是你找的钥匙吗	这是你找的钥匙吗
众口难调	众口难调
你有必要到那里切	你有必要到那里去
他这么说很奇怪	他这么说很奇怪
今天也好像会下雨	今天也好像会下雨
不可能找得到答案	不可能找得到答案
韩国菜一般都很辣	韩国菜一般都很辣
京都以古庙有名	京都以古庙有名
学游泳非常简单	学游泳非常简单
我的公寓在四楼	我的公寓在四楼
我哥哥是个高中生	我哥哥是个高中生
爸爸准许我切游泳	爸爸准许我去游泳
我姐姐比我哥哥大	我姐姐比我哥哥大
长不高不是坏事	长不高不是坏事
老人时常自言自语	老人时常自言自语
张开嘴巴闭上眼睛	张开嘴巴闭上眼睛
观点因人而异	观点因人而异
请不要告诉你父母	请不要告诉你父母
请用挂号寄这个	请用挂号寄这个
请你将来注意点	请你将来注意点
以后请注意点	以后请注意点
罗马有很多古建筑	罗马有很多古建筑
她莫得驾照	她没有驾照
她有咬指甲的习惯	她有咬指甲的习惯
她大病初愈	她大病初愈
她很惊讶他出现老	她很惊讶他出现了
她明年将要结婚	她明年将要结婚
整天坐着对你不好	整天坐着对你不好
有些人很难取悦	有些人很难取悦
有人站在墙后	有人站在墙后
谢谢你为我画鸟	谢谢你为我画鸟
谢谢你邀请我吃饭	谢谢你邀请我吃饭
那个发现纯属偶然	那个发现纯属偶然
这需要慎重考虑	这需要慎重考虑
船被用短绳系着	船被用短绳系着
医生马上就来	医生马上就来
医生在观察X光片	医生在观察X光片
考试分为两个部分	考试分为两个部分
灯由红变绿	灯由红变绿
问题还莫得解决	问题还没有解决
老人几乎被车撞上	老人几乎被车撞上
自动售货机在那边	自动售货机在那边
浪拍在岩石上	浪拍在岩石上
日本有许多地震	日本有许多地震
篮子里有一些苹果	篮子里有一些苹果
两者莫得关联	两者没有关联
这里以前有个商店	这里以前有个商店
这里曾是座旧庙	这里曾是座旧庙
公园里有一大群人	公园里有一大群人
房间里几乎莫得人	房间里几乎没有人
这两个词容易混淆	这两个词容易混淆
这支铅笔比那只好	这支铅笔比那只好
这个字很难发音	这个字很难发音
数千人失业	数千人失业
汤姆莫得驾驶证	汤姆没有驾驶证
汤姆填写老申请表	汤姆填写了申请表
汤姆对我一直很好	汤姆对我一直很好
Tom刚吃完晚饭	Tom刚吃完晚饭
汤姆在给玛丽买花	汤姆在给玛丽买花
汤姆对登山感兴趣	汤姆对登山感兴趣
水结冰后成为固体	水结冰后成为固体
我们通常饭后喝茶	我们通常饭后喝茶
我们应该废除死刑	我们应该废除死刑
我们谈老各种话题	我们谈了各种话题
你到底在谈啥子	你到底在谈什么
你星期天几点起床	你星期天几点起床
爆炸的原因是啥子	爆炸的原因是什么
有志者事竟成	有志者事竟成
你选哪个当总统	你选谁当总统
你能借我些钱吗	你能借我些钱吗
你不用马上回答	你不用马上回答
限你三分钟内投降	限你三分钟内投降
你应该早点来的	你应该早点来的
你看来在等人	你看来在等人
你应该提前付租金	你应该提前付租金
你应该来跟我说	你应该来跟我说
笨蛋难聚财	笨蛋难聚财
所有的学生都拍手	所有的学生都拍手
这里允许拍照吗	这里允许拍照吗
你是个高中生吗	你是个高中生吗
你正确地刷牙吗	你正确地刷牙吗
情人眼里出西施	情人眼里出西施
上床睡觉前要刷牙	上床睡觉前要刷牙
警察找到指纹老吗	警察找到指纹了吗
你的胃会痛吗	你的胃会痛吗
生菜要洗吗	生菜要洗吗
不要探听别人的事	不要探听别人的事
英语是国际语言	英语是国际语言
上帝创造老天地	上帝创造了天地
他刚好准时到校	他刚好准时到校
他乘小船过河	他乘小船过河
他每天切学校学习	他每天去学校学习
他熟悉日本文化	他熟悉日本文化
他在意外中失明老	他在意外中失明了
他站在街角	他站在街角
他切美国学医老	他去美国学医了
你一个月读几本书	你一个月读几本书
一公斤香蕉多少钱	一公斤香蕉多少钱
我对这附近很熟悉	我对这附近很熟悉
我在下一站下车	我在下一站下车
我很关心他的健康	我很关心他的健康
我用12美元买的	我用12美元买的
我不能忍着不笑	我不能忍着不笑
这一点我不赞成你	这一点我不赞成你
我讨厌那种事	我讨厌那种事
我昨晚认识老他	我昨晚认识了他
我跟这件事无关	我跟这件事无关
我跟你哥哥很熟	我跟你哥哥很熟
我赢得老我想要的	我赢得了我想要的
我高中时曾打网球	我高中时曾打网球
我今年不结婚	我今年不结婚
我想要一杯咖啡	我想要一杯咖啡
我想喝一杯咖啡	我想喝一杯咖啡
我下个月要休假	我下个月要休假
我不是个初中生	我不是个初中生
我很惊讶你得老奖	我很惊讶你得了奖
我厌倦老听他吹嘘	我厌倦了听他吹嘘
我一直想登富士山	我一直想登富士山
说英语不难	说英语不难
很遗憾他们离婚老	很遗憾他们离婚了
猴子爬树容易	猴子爬树容易
学外文很无聊	学外文很无聊
我爸爸帮我做作业	我爸爸帮我做作业
我妈妈让我吃点药	我妈妈让我吃点药
她的悲伤无法言喻	她的悲伤无法言喻
请在三天内回来	请在三天内回来
请尽快回来	请尽快回来
放点盐到滚水里	放点盐到滚水里
她声称自己没罪	她声称自己没罪
她说他不会戒烟	她说他不会戒烟
她几乎不说英语	她几乎不说英语
她想洗脏衣服	她想洗脏衣服
她年轻时很美丽	她年轻时很美丽
她急于见她的父亲	她急于见她的父亲
她不如她姊姊漂亮	她不如她姊姊漂亮
她是啃老族	她是啃老族
您下午做啥呢	您下午做啥呢
她可能出啥子事老	她可能出什么事了
搭乘电梯到五楼	搭乘电梯到五楼
这棵大树遭到雷击	这棵大树遭到雷击
书架和桌子齐平	书架和桌子齐平
大爆炸致死六人	大爆炸致死六人
这小男孩怕黑	这小男孩怕黑
会议比往常早结束	会议比往常早结束
花瓣浮在水面上	花瓣浮在水面上
铁路与公路平行	铁路与公路平行
蛋壳容易破碎	蛋壳容易破碎
情况越来越糟糕	情况越来越糟糕
气温突然下降老	气温突然下降了
桥对面有一间小屋	桥对面有一间小屋
我的车子有问题	我的车子有问题
我的车子故障老	我的车子故障了
一定有解决的办法	一定有解决的办法
我钱包里没钱老	我钱包里没钱了
在转角有一家酒吧	在转角有一家酒吧
赢的机会微乎其微	赢的机会微乎其微
他不可能来	他不可能来
他们渡河前进	他们渡河前进
他这个时候该到老	他这个时候该到了
那两个小孩同岁	那两个小孩同岁
汤姆在镜前练习	汤姆在镜前练习
汤姆看来比我高兴	汤姆看来比我高兴
汤姆想学唱法语歌	汤姆想学唱法语歌
汤姆对结果不满	汤姆对结果不满
汤姆穿着一双旧鞋	汤姆穿着一双旧鞋
我们正要进房间	我们正要进房间
我们难以找到汤姆	我们难以找到汤姆
哪个负责销售部门	谁负责销售部门
想报警的是哪个	想报警的是谁
你想再来杯酒吗	你想再来杯酒吗
请你再说一次好吗	请你再说一次好吗
你可以再说一次吗	你可以再说一次吗
昨天天气不是很好	昨天天气不是很好
昨天天气非常好	昨天天气非常好
你不怕鬼不是么	你不怕鬼不是么
你昨天没来学校	你昨天没来学校
你没必要待到最后	你没必要待到最后
你不妨告诉我一切	你不妨告诉我一切
你应该对邻居好点	你应该对邻居好点
明天你可以看到他	明天你可以看到他
你绝对确定这事吗	你绝对确定这事吗
十一点准时到车站	十一点准时到车站
能再告诉我一点吗	能再告诉我一点吗
请您再说一遍好吗	请您再说一遍好吗
你有除锈的东西吗	你有除锈的东西吗
你经常早餐喝茶吗	你经常早餐喝茶吗
列车停下前别下车	列车停下前别下车
世界各地都读英语	世界各地都读英语
你曾经得过重病吗	你曾经得过重病吗
他面临着许多困难	他面临着许多困难
他玩股票赔老	他玩股票赔了
他在班上出类拔萃	他在班上出类拔萃
他反对种族歧视	他反对种族歧视
他的发音远非完美	他的发音远非完美
这个班有多少男生	这个班有多少男生
他家里有几口人	他家里有几口人
只要你开心就行老	只要你开心就行了
我没时间跟您碰头	我没时间跟您碰头
我今天不想买报纸	我今天不想买报纸
我不知道穿甚么好	我不知道穿甚么好
我明天得早起	我明天得早起
我刚跟主管人谈过	我刚跟主管人谈过
我昨晚睡得很晚	我昨晚睡得很晚
我在等事情发生	我在等事情发生
我想跟你私下说话	我想跟你私下说话
我想谈谈你的情况	我想谈谈你的情况
我厌倦老这种生活	我厌倦了这种生活
他有可能辞职吗	他有可能辞职吗
很难把中文说得好	很难把中文说得好
日本的夏天很热	日本的夏天很热
携带武器是违法的	携带武器是违法的
因为你我们才迟老	因为你我们才迟了
你求他帮忙莫得用	你求他帮忙没有用
京都依赖旅游业	京都依赖旅游业
看那边那幢高楼	看那边那幢高楼
只有一人倖免于难	只有一人倖免于难
也许下午会下雨	也许下午会下雨
她给她妈妈打电话	她给她妈妈打电话
她裁布做绷带	她裁布做绷带
她一直哭哭啼啼	她一直哭哭啼啼
她照顾可怜的小鸟	她照顾可怜的小鸟
有人穿错老我的鞋	有人穿错了我的鞋
有人拿错老我的鞋	有人拿错了我的鞋
那是我妹妹的照片	那是我妹妹的照片
船逆流航行	船逆流航行
木匠带着他的工具	木匠带着他的工具
明天举行典礼	明天举行典礼
电梯好像故障老	电梯好像故障了
这件事他铭记于心	这件事他铭记于心
蝴蝶的寿命短	蝴蝶的寿命短
汽车的数量在增长	汽车的数量在增长
情况比我想的还坏	情况比我想的还坏
他赢的机会极小	他赢的机会极小
昨晚有一场大地震	昨晚有一场大地震
演唱会上有许多人	演唱会上有许多人
还有几间空房	还有几间空房
参加不用会员费	参加不用会员费
